idGenre|name
idGenre01|Drama
idGenre02|Crime
idGenre03|Action
idGenre04|Adventure
idGenre05|Biography
idGenre06|History
idGenre07|Sci-Fi
idGenre08|Romance
idGenre09|Western
idGenre10|Fantasy
idGenre11|Comedy
idGenre12|Thriller
idGenre13|Animation
idGenre14|Family
idGenre15|War
idGenre16|Mystery
idGenre17|Music
idGenre18|Horror
idGenre19|Musical
idGenre20|Film-Noir
idGenre21|Sport
